sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,Pitch angle (°),sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_28_avg,power_29_avg,power_30_avg,sensor_31_avg,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_53_avg
22,127.5,8.9,14.9,14.0,9.0,31,50,125,48,44,66,53,63,94.0,138,129,132,1679.4,44,51,48,1.0,1659.2,1678.3,1646.9,50.1,0.207756098,-0.294292683,0.965902439,0.966926829,-0.108682927,400.3,397.6,400.3,50,52,51,87,100,106,51,118.6,40,0,330301,0,0,-37123,0,330301,-37123,14.8,24
22,105.9,-12.1,7.2,7.1,-1.9,30,49,119,47,39,62,52,62,91.0,120,116,119,1492.2,41,48,39,0.9,540.9,554.2,521.8,50.0,0.487756098,-0.487756098,0.303560976,0.302829268,-0.086390244,400.4,398.2,400.0,40,42,41,85,98,102,44,118.0,39,0,103845,0,0,-29516,0,103845,-29516,13.2,24
22,136.7,9.6,6.1,5.9,-1.6,30,49,114,46,38,59,54,61,88.0,109,107,109,1385.7,39,46,39,0.9,335.9,343.9,309.6,50.0,0.467121951,-0.467121951,0.170487805,0.17102439,-0.082682927,399.2,396.7,398.5,39,41,40,83,95,99,45,127.1,38,0,58406,0,0,-28248,0,58406,-28248,12.2,24
21,105.9,-13.5,6.2,6.1,-1.8,31,46,104,42,38,58,55,55,80.0,89,87,90,1382.3,36,41,39,0.9,348.7,356.5,321.0,50.0,0.478341463,-0.478341463,0.180390244,0.180243902,-0.085219512,401.7,399.3,401.2,39,41,41,74,85,87,47,119.3,35,0,61417,0,0,-29102,0,61417,-29102,12.2,23
22,127.3,14.9,5.4,5.3,-1.2,31,45,102,44,38,55,53,52,73.0,79,79,80,1326.0,35,42,39,0.8,255.1,257.2,221.5,50.0,0.397463415,-0.397463415,0.115073171,0.11595122,-0.074487805,398.4,395.7,397.7,39,41,40,70,80,82,48,112.4,34,0,39721,0,0,-25456,0,39721,-25456,11.7,23
23,182.2,56.5,7.9,7.7,-1.8,33,45,99,42,39,60,55,49,66.0,82,79,81,1540.8,36,40,40,1.0,701.3,716.2,683.5,50.0,0.476292683,-0.481853659,0.404195122,0.403365854,-0.072682927,401.2,398.9,400.9,41,43,42,67,77,77,48,125.7,36,0,137602,0,0,-24809,0,137602,-24809,13.6,26
24,116.3,-4.1,14.4,13.7,8.4,33,49,123,48,45,66,53,62,93.0,135,126,129,1680.9,44,51,49,1.0,1663.8,1676.8,1649.3,50.1,0.198878049,-0.285853659,0.974829268,0.975268293,-0.110682927,403.2,400.7,403.3,51,53,52,83,94,97,50,120.4,41,0,333150,0,0,-37813,0,333150,-37813,14.8,26
21,141.2,14.9,9.9,9.4,-1.4,31,48,121,47,39,63,51,62,92.0,126,120,123,1664.7,41,49,42,1.0,1159.8,1178.8,1143.4,50.0,0.445170732,-0.482780488,0.676536585,0.676097561,-0.106487805,403.1,400.7,403.1,43,45,44,85,98,103,52,126.4,38,0,230737,0,0,-36383,0,230737,-36383,14.7,23
21,103.8,-22.2,7.0,6.8,-1.9,31,47,112,44,38,61,55,60,87.0,108,105,107,1472.7,39,44,39,0.9,490.9,501.1,463.9,50.0,0.485707317,-0.485707317,0.265853659,0.266487805,-0.093512195,399.7,397.5,399.7,40,41,41,81,92,96,52,126.0,37,0,91565,0,0,-31947,0,91565,-31947,13.0,23
19,99.2,-10.3,8.6,8.0,-2.2,29,43,105,42,38,61,55,53,63.0,93,90,92,1639.7,36,42,40,1.0,734.5,763.6,731.5,49.9,0.487804878,-0.487804878,0.430243902,0.43,-0.078195122,402.2,399.8,401.2,41,42,42,70,80,82,48,109.6,33,0,146809,0,0,-26724,0,146809,-26724,14.5,21
19,118.1,8.6,8.1,7.4,-2.2,28,44,98,43,38,60,56,47,72.0,75,73,74,1608.8,34,41,39,1.0,581.4,613.9,583.7,49.9,0.487804878,-0.487804878,0.34102439,0.341317073,-0.062731707,400.4,398.0,399.1,40,42,41,62,71,71,47,109.6,33,0,116387,0,0,-21422,0,116387,-21422,14.2,20
19,149.1,46.5,7.8,7.4,-2.2,28,43,99,43,39,59,55,45,73.0,74,72,74,1590.0,33,42,39,1.0,594.4,621.2,586.6,50.0,0.487804878,-0.487804878,0.339560976,0.339804878,-0.085317073,398.8,396.4,398.0,40,42,41,59,68,68,46,102.5,32,0,116207,0,0,-29153,0,116207,-29153,14.0,20
23,89.4,-17.0,7.4,7.2,-1.8,32,45,99,45,39,57,54,49,63.0,74,73,74,1497.1,36,43,40,1.0,594.6,602.0,568.7,50.1,0.485121951,-0.485170732,0.334731707,0.334146341,-0.074292683,399.9,397.5,399.9,41,42,42,61,68,67,49,106.4,35,0,113870,0,0,-25362,0,113870,-25362,13.2,26
19,104.2,0.6,7.5,7.3,-2.1,27,41,96,41,38,59,56,44,48.0,72,70,71,1540.9,29,40,39,1.0,579.7,603.2,567.6,50.1,0.487804878,-0.487804878,0.333414634,0.333317073,-0.072097561,399.6,396.9,398.7,40,42,41,72,77,76,45,103.6,31,0,113605,0,0,-24635,0,113605,-24635,13.6,19
22,114.0,8.6,10.7,10.2,0.0,32,48,114,45,40,64,54,60,90.0,120,113,116,1663.2,41,46,43,1.0,1355.0,1359.2,1323.2,50.1,0.347317073,-0.412585366,0.783365854,0.785414634,-0.10302439,401.9,399.6,402.8,45,47,46,83,92,94,51,105.4,38,0,268360,0,0,-35207,0,268360,-35207,14.7,25
21,105.1,-0.3,10.5,10.0,-0.6,31,46,110,43,38,63,52,57,87.0,112,107,109,1663.9,40,44,42,1.0,1321.7,1328.6,1295.3,50.1,0.38297561,-0.442585366,0.760341463,0.761073171,-0.103317073,398.7,396.5,399.5,43,45,44,80,89,91,51,105.3,36,0,259976,0,0,-35364,0,259976,-35364,14.7,24
20,115.4,-1.2,9.4,8.8,-1.7,30,45,104,45,38,61,55,50,78.0,90,86,88,1656.5,36,45,40,1.0,987.9,1000.7,969.0,49.9,0.480341463,-0.487804878,0.570878049,0.571073171,-0.090926829,400.2,398.3,400.4,42,43,43,70,79,79,49,116.5,34,0,195552,0,0,-31065,0,195552,-31065,14.6,22
20,103.9,-11.6,10.9,10.8,0.1,29,44,107,42,40,63,51,50,80.0,107,99,102,1670.2,38,44,44,1.0,1535.8,1550.8,1514.3,50.1,0.276634146,-0.378243902,0.893804878,0.899073171,-0.103804878,403.2,400.5,403.5,46,47,47,70,79,81,47,115.5,35,0,307335,0,0,-35484,0,307335,-35484,14.7,22
20,173.5,63.2,10.4,10.2,-0.5,30,44,109,42,39,63,51,54,83.0,113,107,109,1664.0,38,44,42,1.0,1365.1,1387.4,1351.8,50.0,0.359707317,-0.438829268,0.802341463,0.806243902,0.04004878,404.9,402.4,405.1,45,46,46,73,84,86,48,110.3,35,0,275833,0,0,13776,0,275833,13776,14.7,22
23,109.1,-17.2,9.0,8.6,-1.9,33,45,99,43,38,62,56,51,66.0,86,83,84,1636.4,38,41,40,1.0,911.3,924.7,895.2,50.1,0.485268293,-0.487804878,0.528731707,0.529170732,-0.089853659,402.6,400.6,402.7,41,43,42,66,75,74,50,126.4,36,0,180919,0,0,-30697,0,180919,-30697,14.4,26
20,120.9,-5.5,5.6,5.4,-1.2,30,43,104,42,38,59,54,50,57.0,88,85,87,1369.5,35,42,39,0.8,281.2,288.5,263.4,50.0,0.350780488,-0.350780488,0.147756098,0.145512195,-0.05595122,401.9,399.7,401.2,39,41,41,65,74,74,47,126.3,33,-461,50526,0,-395,-18790,0,50065,-19185,12.1,22
19,121.8,16.1,4.3,4.2,-0.4,28,39,91,39,38,46,43,39,40.0,57,57,57,1253.2,27,37,39,0.6,125.1,133.3,99.6,50.0,0.204,-0.204,0.041707317,0.041512195,-0.050634146,398.4,395.4,396.4,39,40,40,64,70,69,46,105.7,29,-37,14192,0,-27,-17260,0,14155,-17287,11.1,20
19,116.2,-8.8,3.9,3.9,0.1,28,37,74,37,36,45,42,33,36.0,48,47,48,1251.9,25,34,37,0.7,90.7,93.9,72.1,50.0,0.149609756,-0.149609756,0.03097561,0.029317073,-0.034097561,400.2,397.7,398.6,38,39,39,65,70,67,46,125.0,28,-198,10254,0,-260,-11442,0,10057,-11702,11.1,21
20,96.8,-18.3,4.4,4.5,-0.6,29,36,74,37,38,48,43,34,35.0,52,51,53,1256.4,26,34,39,0.8,137.8,146.7,125.8,50.0,0.300585366,-0.300585366,0.063268293,0.06204878,-0.043512195,402.7,400.5,401.0,39,41,40,67,70,67,46,115.2,29,-69,21358,0,-79,-14825,0,21289,-14903,11.1,22
22,133.8,3.3,3.9,4.0,0.0,33,37,68,37,38,46,42,34,36.0,48,47,48,1252.9,27,35,38,0.7,96.7,96.5,81.9,50.0,0.178926829,-0.178926829,0.037560976,0.035365854,-0.030780488,402.1,400.1,401.0,39,40,40,68,71,67,47,130.6,30,-186,12334,0,-239,-10244,0,12148,-10483,11.1,28
23,162.6,37.7,4.3,4.2,-0.2,34,37,70,38,38,47,42,35,36.0,49,49,50,1261.6,28,35,39,0.8,112.9,117.8,98.6,50.0,0.249414634,-0.249414634,0.052682927,0.050878049,-0.031512195,403.9,401.8,402.7,39,41,40,68,71,67,47,125.0,30,-276,17594,0,-394,-10379,0,17319,-10773,11.1,29
23,126.3,-1.8,4.3,4.4,-0.5,34,37,73,38,38,48,43,35,37.0,52,51,52,1259.9,28,35,39,0.7,126.8,131.5,107.7,50.0,0.253658537,-0.253658537,0.056,0.055902439,-0.038390244,402.2,400.0,401.0,39,41,40,68,71,67,47,128.1,30,0,19076,0,0,-13104,0,19076,-13104,11.1,29
24,124.2,-5.0,4.6,4.5,-0.7,37,40,87,41,38,49,44,39,42.0,61,60,61,1256.9,30,38,39,0.8,136.4,143.2,123.0,50.0,0.292536585,-0.292536585,0.068,0.066439024,-0.032195122,399.2,396.9,398.1,39,41,40,69,72,68,48,129.1,32,-232,22915,0,-300,-10686,0,22683,-10986,11.1,32
24,117.8,0.5,4.2,4.3,-0.2,37,40,88,41,38,49,44,39,43.0,62,61,62,1252.5,31,39,39,0.8,114.7,117.5,96.7,50.0,0.246878049,-0.246878049,0.050682927,0.049756098,-0.032926829,399.2,397.0,398.1,39,41,40,69,72,68,48,117.3,33,-74,17158,0,-117,-11166,0,17084,-11282,11.1,32
25,131.1,2.6,4.0,4.1,0.0,37,41,89,42,39,48,44,40,43.0,62,61,62,1253.8,31,39,39,0.8,95.6,99.1,82.1,50.0,0.198,-0.198,0.040487805,0.038878049,-0.027560976,398.0,395.9,396.7,40,41,41,70,73,69,48,128.5,33,-144,13439,0,-183,-9242,0,13295,-9425,11.1,32
26,162.0,26.5,3.9,3.9,0.0,37,42,93,43,38,49,45,40,45.0,64,63,65,1253.1,32,40,38,0.7,88.5,92.5,74.7,50.0,0.158682927,-0.158682927,0.033658537,0.031463415,-0.02897561,398.2,395.9,396.7,39,40,40,70,73,69,49,135.5,33,-181,10817,0,-186,-9668,0,10636,-9854,11.1,31
22,49.1,-52.0,5.0,4.6,-1.1,30,38,83,39,38,49,44,38,41.0,62,61,62,1260.1,29,37,39,0.6,208.4,232.3,218.0,50.0,0.283707317,-0.283707317,0.057902439,0.05804878,-0.028829268,403.8,400.9,400.5,40,41,41,72,73,68,49,101.1,31,0,19881,0,0,-9916,0,19881,-9916,11.1,23
21,95.8,2.1,4.8,4.4,-0.9,29,36,64,36,38,48,42,33,34.0,48,48,48,1254.1,27,34,39,0.4,249.7,264.9,260.0,50.0,0.237609756,-0.237609756,0.048487805,0.048439024,-0.008195122,398.8,396.2,395.8,40,41,41,71,73,68,48,93.8,29,0,16552,0,0,-2491,0,16552,-2491,11.1,22
21,89.6,-4.1,5.0,4.5,-1.1,30,36,68,37,38,48,42,34,35.0,51,50,51,1256.2,27,35,39,0.4,265.3,280.4,271.9,50.1,0.260780488,-0.260780488,0.053219512,0.053268293,-0.040292683,398.1,395.7,395.4,39,41,41,72,73,68,48,93.8,30,0,18187,0,0,-13332,0,18187,-13332,11.1,22
22,85.0,-16.4,4.5,4.6,-0.6,30,37,74,38,39,48,43,35,37.0,55,54,55,1253.4,28,36,39,0.5,264.4,279.6,267.1,50.0,0.297219512,-0.297219512,0.060682927,0.060585366,-0.06697561,396.1,393.4,393.7,39,41,41,72,73,68,48,101.5,30,0,20678,0,0,-22572,0,20678,-22572,11.1,23
21,74.4,-20.7,4.8,4.7,-0.9,30,37,77,38,39,49,43,36,38.0,56,55,56,1257.7,28,36,39,0.6,211.4,229.5,214.5,50.0,0.325268293,-0.325268293,0.066390244,0.066341463,-0.047219512,394.2,391.7,392.1,40,41,41,72,74,68,48,95.1,30,0,22657,0,0,-16469,0,22657,-16469,11.1,23
21,89.3,1.8,5.1,4.9,-1.2,30,38,79,39,38,49,43,36,38.0,57,56,57,1261.5,28,36,39,0.8,164.3,183.1,163.6,50.0,0.38195122,-0.38195122,0.078439024,0.078341463,-0.034634146,395.7,393.5,393.8,40,41,41,72,74,68,48,87.5,31,0,26748,0,0,-11763,0,26748,-11763,11.1,23
24,139.5,8.9,4.4,4.6,-0.5,34,37,57,37,38,47,42,33,34.0,44,43,44,1257.2,28,35,39,0.7,144.6,154.1,132.4,50.0,0.29502439,-0.29502439,0.062292683,0.06195122,-0.040487805,397.9,395.7,396.4,40,41,41,72,73,68,49,130.6,31,0,21174,0,0,-13698,0,21174,-13698,11.1,29
23,161.2,29.2,4.8,4.9,-0.9,35,38,65,38,39,48,43,35,36.0,49,49,49,1265.4,29,36,40,0.9,165.9,178.7,154.9,50.0,0.386341463,-0.386341463,0.086146341,0.085804878,-0.043121951,397.6,395.4,396.0,40,41,41,72,73,68,49,132.0,31,0,29217,0,0,-14728,0,29217,-14728,11.2,29
25,121.4,10.8,5.6,5.3,-1.5,34,45,98,45,38,56,51,46,66.0,68,67,68,1304.3,34,43,39,0.9,215.4,223.6,196.4,49.9,0.428146341,-0.428146341,0.113707317,0.11404878,-0.047707317,399.1,397.1,398.3,39,41,40,76,78,74,50,110.6,35,0,39095,0,0,-16306,0,39095,-16306,11.5,26
23,210.9,-4.8,5.2,5.0,-1.2,30,40,67,39,37,46,45,36,42.0,47,46,47,1282.7,29,36,38,0.8,182.8,199.5,174.1,50.0,0.356829268,-0.356829268,0.089317073,0.088878049,-0.055902439,396.4,394.3,394.5,39,40,40,76,77,73,49,215.8,32,0,30201,0,0,-19079,0,30201,-19079,11.3,24
23,199.0,-18.5,6.1,6.2,-1.7,30,40,76,39,38,53,48,37,52.0,56,55,56,1372.0,30,37,39,1.0,347.1,370.6,348.0,49.9,0.48604878,-0.48604878,0.198731707,0.199073171,-0.05804878,399.3,397.0,397.5,40,41,41,76,77,73,48,217.5,32,0,68042,0,0,-19839,0,68042,-19839,12.1,24
23,221.7,-26.6,4.9,5.0,-1.0,30,40,83,40,38,51,47,39,55.0,60,59,60,1277.4,30,38,39,0.8,174.4,193.5,167.9,50.0,0.36902439,-0.36902439,0.089756098,0.08995122,-0.049804878,403.5,401.2,401.3,39,41,40,76,77,73,48,248.4,32,0,30804,0,0,-17009,0,30804,-17009,11.3,24
23,243.5,-25.2,4.1,4.0,0.2,30,41,84,41,38,49,46,39,54.0,61,60,61,1260.6,30,38,38,0.7,103.1,110.9,96.9,49.9,0.147219512,-0.147219512,0.042341463,0.036878049,-0.033853659,399.7,397.3,397.4,38,40,40,75,77,73,48,268.7,32,-500,13088,0,-736,-10834,0,12588,-11570,11.1,24
20,52.7,5.2,4.5,4.5,-0.7,29,38,70,38,39,49,44,35,45.0,52,51,52,1251.6,28,35,39,0.7,126.0,143.2,107.4,50.0,0.271609756,-0.271609756,0.055463415,0.055560976,-0.046536585,403.1,400.1,400.7,40,41,41,74,76,71,48,47.5,30,0,19063,0,0,-15906,0,19063,-15906,11.1,22
23,301.1,1.6,8.3,8.1,-2.0,35,40,49,39,39,52,46,35,38.0,46,44,44,1599.1,31,37,40,1.0,769.6,804.2,788.3,50.0,0.485073171,-0.487804878,0.453463415,0.453219512,-0.070243902,399.4,397.2,397.5,42,43,43,73,75,69,48,299.5,33,0,154883,0,0,-23904,0,154883,-23904,14.1,28
23,284.7,0.6,8.6,8.4,-2.1,35,40,55,39,38,57,48,36,49.0,53,51,51,1631.3,31,38,40,1.0,839.3,874.7,858.6,50.0,0.487756098,-0.487804878,0.491560976,0.491756098,-0.081463415,398.1,395.8,396.2,41,43,42,74,76,71,49,284.1,32,0,167879,0,0,-27830,0,167879,-27830,14.4,28
23,299.0,15.3,8.4,8.1,-2.2,34,40,61,40,38,59,49,37,54.0,58,56,56,1623.3,32,39,40,1.0,779.9,814.3,796.2,50.0,0.487804878,-0.487804878,0.456926829,0.457073171,-0.084292683,399.3,397.1,397.6,41,43,42,75,77,72,49,283.8,32,0,156081,0,0,-28796,0,156081,-28796,14.3,28
23,244.1,-39.7,7.8,7.6,-2.1,34,40,66,41,38,59,50,38,57.0,61,59,60,1559.7,32,39,39,1.0,622.1,655.8,636.3,50.0,0.487804878,-0.487804878,0.36595122,0.366536585,-0.070780488,400.9,398.8,399.2,40,42,42,75,77,72,49,283.8,33,0,125271,0,0,-24157,0,125271,-24157,13.8,28
21,202.4,-6.6,3.8,4.1,0.1,30,37,60,37,38,46,42,33,35.0,44,44,44,1262.6,27,34,39,0.7,113.9,124.9,118.0,50.0,0.160292683,-0.160292683,0.044341463,0.041365854,-0.020097561,402.1,400.0,399.6,39,41,40,73,75,69,48,209.1,30,-212,14302,0,-290,-6545,0,14091,-6835,11.1,23
21,168.2,-20.2,4.1,4.2,-0.1,30,38,66,38,38,46,42,35,38.0,48,48,48,1259.5,27,35,39,0.7,122.3,132.9,122.2,49.9,0.200536585,-0.200536585,0.044,0.042439024,-0.025804878,400.8,398.7,398.7,39,41,40,73,74,69,48,188.4,30,-67,14573,0,-61,-8799,0,14506,-8859,11.1,22
19,203.3,17.0,3.7,4.0,0.2,28,40,96,41,39,50,48,41,65.0,63,63,64,1253.3,28,39,39,0.7,88.9,109.5,84.4,50.0,0.163902439,-0.163902439,0.035512195,0.033658537,-0.032487805,402.3,399.5,399.0,39,41,40,78,80,75,46,186.3,30,-156,11659,0,-141,-10948,0,11503,-11090,11.1,21
19,216.9,17.3,4.1,4.2,-0.2,28,39,89,39,38,48,45,39,60.0,58,57,58,1258.2,27,37,39,0.7,100.8,123.6,97.0,50.0,0.191804878,-0.191804878,0.040634146,0.040097561,-0.038243902,397.8,395.1,394.5,39,40,40,76,78,73,46,199.6,29,0,13774,0,0,-13103,0,13774,-13103,11.1,20
19,201.5,20.1,5.0,5.1,-0.9,28,39,90,39,38,49,46,39,60.0,58,58,58,1297.6,27,37,39,0.8,183.8,220.7,192.4,50.0,0.388536585,-0.388536585,0.099658537,0.099609756,-0.05204878,396.9,394.2,393.5,39,41,40,76,78,73,46,181.4,29,0,33972,0,0,-17776,0,33972,-17776,11.5,20
19,172.6,-27.8,4.3,4.5,-0.3,28,39,92,39,38,48,44,39,58.0,59,58,59,1262.7,27,37,39,0.8,127.5,151.3,131.1,50.0,0.265609756,-0.265609756,0.063609756,0.061170732,-0.038146341,399.2,396.8,396.0,39,40,40,75,77,72,45,200.3,29,-182,20983,0,-145,-12848,0,20801,-12993,11.1,20
19,205.9,15.0,4.5,4.9,-0.5,28,39,87,39,39,46,44,38,56.0,55,55,56,1280.2,26,36,39,0.8,158.8,191.1,164.7,50.0,0.328731707,-0.328731707,0.084439024,0.084390244,-0.043121951,396.1,393.3,392.9,39,41,41,75,76,71,45,190.9,29,0,28738,0,0,-14739,0,28738,-14739,11.3,21
20,149.6,-49.3,4.2,4.6,-0.3,29,39,89,39,38,47,44,36,57.0,58,57,59,1258.8,27,36,39,0.7,131.1,158.4,132.1,50.0,0.293853659,-0.293853659,0.066341463,0.066243902,-0.042536585,402.8,400.4,399.8,39,40,40,74,76,71,45,198.9,29,0,22467,0,0,-14463,0,22467,-14463,11.1,22
20,139.8,-65.1,5.4,5.6,-1.3,30,39,91,39,38,51,45,36,57.0,60,59,61,1305.6,27,37,39,0.9,233.1,267.0,247.6,50.0,0.465121951,-0.465121951,0.137073171,0.136390244,-0.046634146,398.3,395.9,395.5,40,41,41,74,76,71,45,204.9,30,0,46336,0,0,-15873,0,46336,-15873,11.5,24
19,233.1,-12.1,5.0,4.9,-0.8,28,42,100,42,38,54,52,47,67.0,78,77,79,1320.5,29,42,39,0.8,172.0,204.6,187.3,50.0,0.301512195,-0.301512195,0.096634146,0.096243902,-0.036731707,399.9,397.5,396.5,39,41,40,87,89,85,46,245.1,31,0,33125,0,0,-12573,0,33125,-12573,11.7,21
19,220.4,17.5,4.5,4.4,-0.4,29,41,94,41,38,49,48,43,49.0,65,64,65,1260.0,28,39,39,0.8,140.5,164.2,150.8,50.0,0.265853659,-0.265853659,0.060439024,0.05595122,-0.034878049,397.5,394.8,393.9,39,41,40,83,85,80,46,202.8,30,-427,19535,0,-408,-11432,0,19108,-11840,11.1,22
20,236.9,10.2,3.8,3.9,0.3,29,41,94,41,39,49,47,42,46.0,63,62,63,1259.0,28,38,39,0.7,81.4,93.2,78.3,50.0,0.130487805,-0.130487805,0.033219512,0.028390244,-0.021170732,402.2,399.6,399.2,40,41,41,81,83,78,46,226.6,30,-412,10001,0,-371,-6837,0,9589,-7209,11.1,22
20,260.7,5.7,9.1,9.0,-1.7,30,43,104,44,38,61,53,46,51.0,87,82,84,1624.6,31,45,41,1.0,1048.5,1080.4,1050.5,50.1,0.447756098,-0.480829268,0.609658537,0.611268293,-0.09497561,399.8,396.9,398.7,42,44,43,86,88,84,47,255.0,33,0,209099,0,0,-32447,0,209099,-32447,14.3,22
16,275.3,-45.6,5.6,5.5,-1.3,29,42,98,42,38,54,51,45,49.0,72,70,71,1339.2,28,40,39,0.8,272.6,299.7,264.8,50.0,0.410243902,-0.410243902,0.141756098,0.141512195,-0.071268293,400.2,397.2,397.7,39,41,40,85,87,83,46,320.9,30,0,48312,0,0,-24333,0,48312,-24333,11.8,20
15,317.4,-30.9,4.5,4.4,-0.5,27,41,96,41,38,51,49,43,46.0,66,65,67,1274.2,26,38,38,0.7,125.1,147.7,118.3,50.0,0.24697561,-0.24697561,0.057902439,0.056585366,-0.040780488,401.6,398.8,398.6,39,40,40,84,85,80,46,348.3,29,-116,19649,0,-99,-13894,0,19532,-13993,11.3,18
15,309.7,-8.1,4.8,4.7,-0.9,26,39,80,37,35,43,45,36,40.0,51,51,52,1260.8,23,34,37,0.8,130.0,160.9,138.9,50.0,0.313707317,-0.313707317,0.072731707,0.069317073,-0.034341463,402.0,399.3,398.6,37,38,38,80,81,76,45,317.8,27,-142,23695,0,57,-11719,0,23553,-11663,11.1,18
15,3.3,18.9,6.2,6.0,-1.8,26,35,85,36,38,52,46,33,39.0,57,55,57,1373.9,23,34,39,0.9,298.0,332.8,301.8,50.0,0.486487805,-0.486487805,0.173219512,0.173219512,-0.058292683,402.3,399.4,399.9,39,41,40,75,77,71,44,344.4,25,0,59229,0,0,-19920,0,59229,-19920,12.1,18
12,354.1,19.8,4.4,4.2,-0.6,24,35,90,35,33,46,43,32,36.0,56,55,57,1253.2,21,33,35,0.7,87.9,116.0,81.4,50.0,0.192829268,-0.192829268,0.039365854,0.039414634,-0.036390244,401.2,398.4,397.8,35,36,36,70,72,66,43,334.3,24,0,13514,0,0,-12437,0,13514,-12437,11.1,15
12,290.3,-46.0,4.4,4.4,-0.6,23,34,89,35,33,44,42,31,36.0,56,54,56,1254.7,20,33,34,0.7,113.8,140.0,107.7,50.0,0.252341463,-0.252341463,0.05195122,0.051560976,-0.042682927,397.7,394.8,394.5,34,36,35,70,71,66,43,336.3,23,0,17541,0,0,-14589,0,17541,-14589,11.1,15
16,344.8,23.8,4.9,4.9,-1.0,25,34,72,34,33,48,43,31,55.0,49,48,49,1264.1,23,31,35,0.8,158.1,179.9,153.9,50.0,0.38804878,-0.38804878,0.083170732,0.083317073,-0.043853659,397.4,394.9,394.9,35,36,36,68,69,63,43,320.9,26,0,28439,0,0,-14987,0,28439,-14987,11.2,19
17,351.2,40.8,5.3,5.3,-1.3,26,35,82,36,38,49,44,34,61.0,56,55,56,1289.3,25,34,39,0.9,203.9,227.0,201.8,50.0,0.426536585,-0.426536585,0.113268293,0.113121951,-0.045609756,399.5,396.9,397.3,40,41,41,68,69,64,44,310.4,27,0,38542,0,0,-15589,0,38542,-15589,11.4,19
17,294.3,-19.3,4.1,4.2,-0.2,27,36,85,37,38,48,44,35,61.0,59,58,59,1253.9,25,35,39,0.8,99.8,113.2,91.3,50.0,0.214780488,-0.214780488,0.044146341,0.042243902,-0.032682927,401.2,399.0,398.9,39,41,41,68,69,64,45,313.6,28,-85,14521,0,-84,-11086,0,14436,-11170,11.1,20
15,339.6,3.2,4.8,4.6,-0.9,24,35,73,35,39,47,42,34,59.0,57,56,57,1255.6,23,30,40,0.5,229.5,248.2,236.8,50.0,0.288829268,-0.288829268,0.05897561,0.05897561,-0.048731707,398.1,395.4,395.2,40,41,41,66,67,62,46,336.3,26,0,20128,0,0,-16881,0,20128,-16881,11.1,17
13,15.1,32.1,4.3,4.2,-0.4,24,35,78,35,37,46,42,33,57.0,53,52,53,1252.4,22,32,38,0.4,173.6,188.5,178.2,50.0,0.182146341,-0.182146341,0.037170732,0.037073171,-0.037365854,398.7,395.9,395.8,39,40,40,66,67,61,45,343.0,26,0,12692,0,0,-12959,0,12692,-12959,11.1,16
13,324.2,-18.8,4.5,4.3,-0.7,24,35,82,34,33,47,42,34,59.0,55,54,56,1254.4,22,32,34,0.6,145.5,166.8,148.8,50.0,0.222536585,-0.222536585,0.045414634,0.045414634,-0.031121951,400.2,397.2,397.4,35,36,36,66,67,61,45,343.0,26,0,15516,0,0,-10804,0,15516,-10804,11.1,16
12,4.6,19.2,4.8,4.8,-0.9,23,34,85,34,33,47,43,34,60.0,58,57,58,1260.4,21,32,35,0.9,139.9,164.9,131.8,50.0,0.355073171,-0.355073171,0.073121951,0.073170732,-0.042585366,400.9,398.2,398.5,35,36,36,66,66,61,44,345.5,25,0,24980,0,0,-14538,0,24980,-14538,11.1,15
12,344.1,-1.3,4.0,3.9,-0.1,23,34,85,34,33,46,42,34,60.0,58,57,58,1253.7,21,32,34,0.6,89.8,104.0,75.9,50.0,0.140926829,-0.140926829,0.029121951,0.028731707,-0.037121951,398.7,395.9,395.9,35,36,36,65,66,61,44,345.5,25,-33,9945,0,-37,-12663,0,9912,-12700,11.1,15
11,326.8,-11.3,4.3,4.2,-0.4,23,34,84,34,33,45,42,34,59.0,57,56,57,1256.3,21,32,34,0.5,177.7,192.0,181.8,50.0,0.193414634,-0.193414634,0.040146341,0.04,-0.032878049,398.8,396.0,396.0,35,36,36,65,66,61,43,338.1,25,0,13673,0,0,-11241,0,13673,-11241,11.1,15
11,345.3,1.6,4.6,4.3,-0.8,22,34,81,34,34,46,42,33,58.0,55,54,55,1254.9,20,31,35,0.4,221.0,235.7,227.4,50.0,0.214585366,-0.214585366,0.043804878,0.043512195,-0.02604878,398.2,395.3,395.5,35,37,37,65,66,61,43,343.7,24,0,14832,0,0,-8732,0,14832,-8732,11.1,14
