,Unnamed: 0,asset_id,id,status_type_id,sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,Pitch angle (°),sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
1314,18329,10,18329,0,25,114.9,5.3,5.6,5.1,8.6,2.9,0.8,-1.6,-0.9,-2.2,0.3,33,44,97,44,38,56,53,53,55.0,72,72,73,1289.5,1361.4,1239.4,30.1,36,42,39,0.8,197.5,214.2,174.3,50.0,0.422439024,0.487804878,0.271902439,0.063414634,-0.422439024,-0.271902439,-0.487804878,0.063414634,0.09502439,0.186487805,0.055512195,0.027317073,0.094731707,0.184634146,0.055756098,0.027170732,-0.061853659,-121.9,-132.5,2.5,399.0,396.2,397.4,39,40,40,62,67,63,52,109.5,36,0,32282,0,0,-21131,0,32282,-21131,11.4,12.0,10.9,0.3,26
1315,18332,10,18332,0,25,83.4,-9.3,8.8,7.9,15.7,3.4,1.1,-2.2,-1.8,-2.4,0.1,33,45,99,45,38,62,56,54,54.0,76,74,75,1651.1,1676.4,1533.1,19.9,38,44,40,1.0,721.8,752.8,719.6,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.420146341,0.528390244,0.304195122,0.040585366,0.420439024,0.516097561,0.312195122,0.040243902,-0.07395122,-143.9,-162.3,3.8,399.3,396.9,398.1,41,42,42,62,67,63,52,92.7,36,0,143588,0,0,-25261,0,143588,-25261,14.6,14.8,13.6,0.2,26
1316,18333,10,18333,0,25,96.7,4.0,8.8,8.2,16.3,3.1,1.1,-2.2,-1.4,-2.4,0.2,33,45,100,45,39,63,56,55,55.0,77,75,77,1651.7,1683.0,1568.3,22.6,38,44,41,1.0,801.5,832.7,800.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.467560976,0.599170732,0.29595122,0.058926829,0.466829268,0.594536585,0.305219512,0.058682927,-0.076390244,-143.9,-165.2,4.6,399.0,396.5,397.7,42,43,42,62,67,64,52,92.7,36,0,159250,0,0,-26092,0,159250,-26092,14.6,14.9,13.8,0.2,26
1317,18336,10,18336,0,25,88.4,-4.3,9.3,8.5,16.3,3.7,1.3,-2.0,-1.0,-2.4,0.2,33,45,100,44,40,62,51,56,56.0,81,79,80,1664.1,1685.0,1610.3,11.5,39,42,42,1.0,890.4,926.1,893.8,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.521902439,0.606536585,0.386243902,0.036536585,0.521756098,0.598926829,0.394585366,0.036243902,-0.078195122,-139.8,-173.1,8.7,400.0,397.2,398.2,43,45,44,63,68,64,52,92.7,37,0,178195,0,0,-26731,0,178195,-26731,14.7,14.9,14.2,0.1,26
1318,18362,10,18362,0,25,94.6,-0.2,8.9,8.4,15.6,3.0,1.2,-2.1,-1.3,-2.4,0.2,32,44,103,42,41,61,50,55,56.0,87,83,85,1656.2,1683.0,1552.6,23.2,36,42,42,1.0,846.6,877.2,846.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.493804878,0.647365854,0.297170732,0.052926829,0.493804878,0.63995122,0.30404878,0.052585366,-0.081170732,-152.5,-189.2,9.1,399.9,397.2,398.6,43,45,44,74,81,81,51,94.8,36,0,168736,0,0,-27747,0,168736,-27747,14.6,14.9,13.7,0.2,26
1319,18363,10,18363,0,25,99.5,4.6,8.3,7.9,14.4,3.1,1.2,-2.2,-1.3,-2.4,0.1,32,44,102,42,39,61,53,56,56.0,86,83,84,1622.1,1680.0,1407.1,53.3,36,41,41,1.0,712.6,745.5,715.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.417121951,0.593121951,0.212439024,0.081268293,0.417170732,0.579707317,0.219560976,0.080487805,-0.073658537,-138.5,-160.8,4.5,400.3,397.7,398.8,42,43,43,74,82,81,51,94.8,36,0,142855,0,0,-25166,0,142855,-25166,14.3,14.8,12.4,0.5,26
1320,18379,10,18379,0,27,104.5,-12.8,5.4,5.4,10.4,2.1,1.3,-1.3,1.3,-2.3,0.6,34,45,99,45,37,57,54,49,49.0,69,68,69,1320.1,1615.0,1214.7,103.5,35,43,38,0.8,248.7,257.6,228.7,50.0,0.411170732,0.487804878,0.172243902,0.09502439,-0.411170732,-0.172243902,-0.487804878,0.09502439,0.122780488,0.357512195,0.035170732,0.07195122,0.122439024,0.350439024,0.035414634,0.071756098,-0.068243902,-125.7,-150.3,6.1,400.7,398.5,399.5,38,39,39,74,80,78,51,117.2,37,0,41855,0,0,-23323,0,41855,-23323,11.7,14.2,10.7,0.9,28
1321,18462,10,18462,0,28,98.3,-1.4,7.5,6.7,11.4,3.5,0.9,-2.2,-0.7,-3.2,0.1,35,43,89,43,37,60,55,63,72.0,74,73,74,1572.4,1651.4,1418.7,58.8,37,41,38,1.0,396.9,434.9,405.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.235609756,0.333073171,0.144634146,0.028829268,0.235560976,0.322341463,0.158439024,0.028390244,-0.051073171,-92.7,-123.0,6.2,400.2,397.5,398.2,39,40,40,78,84,82,49,99.7,36,0,80480,0,0,-17447,0,80480,-17447,13.9,14.6,12.5,0.5,28
1322,18463,10,18463,0,28,97.2,5.6,8.1,7.3,12.4,3.5,1.0,-2.2,-1.8,-2.4,0.1,35,44,90,44,38,61,55,63,73.0,75,74,75,1618.4,1671.5,1429.6,39.4,37,42,39,1.0,537.3,576.3,548.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.317512195,0.43195122,0.172829268,0.052146341,0.317365854,0.427073171,0.180536585,0.052195122,-0.057707317,-103.2,-140.1,9.9,399.0,396.3,397.0,40,41,41,78,84,81,50,91.7,37,0,108243,0,0,-19703,0,108243,-19703,14.3,14.8,12.6,0.3,28
1323,18464,10,18464,0,28,80.7,-11.0,9.2,8.1,14.6,3.7,1.2,-2.0,-1.0,-2.4,0.3,35,44,92,44,40,63,56,64,75.0,77,75,77,1664.9,1686.0,1615.6,10.1,37,43,42,1.0,765.8,806.4,778.4,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.45097561,0.623560976,0.31497561,0.069609756,0.450243902,0.620097561,0.320292683,0.069121951,-0.078,-133.7,-185.2,13.7,399.6,396.7,397.3,42,44,43,78,84,82,50,91.7,37,0,153590,0,0,-26614,0,153590,-26614,14.7,14.9,14.3,0.1,29
1324,18467,10,18467,0,28,81.8,-9.9,8.9,8.4,15.3,4.2,1.4,-2.0,-0.8,-2.4,0.3,35,45,97,45,41,63,52,66,78.0,84,82,83,1642.4,1688.0,1414.9,44.0,39,43,43,1.0,853.7,894.3,864.6,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.504097561,0.662878049,0.278390244,0.088,0.503268293,0.652780488,0.293707317,0.088097561,-0.076146341,-148.0,-164.8,3.5,400.6,397.6,398.5,44,46,45,80,86,84,51,91.7,38,0,171725,0,0,-26012,0,171725,-26012,14.5,14.9,12.5,0.4,29
1325,18477,10,18477,0,28,87.9,-1.3,9.6,8.8,16.4,4.0,1.4,-1.7,0.5,-2.8,0.4,35,44,96,42,41,63,56,64,72.0,80,78,80,1667.5,1684.0,1636.0,8.3,38,40,43,1.0,953.7,995.7,961.7,50.0,0.487756098,0.487804878,0.472341463,0.000634146,-0.487804878,-0.487804878,-0.487804878,0.0,0.564,0.701268293,0.413804878,0.055512195,0.563707317,0.693268293,0.422829268,0.055121951,-0.083512195,-161.7,-181.0,4.8,402.3,399.1,400.3,45,46,45,80,85,83,51,89.2,37,0,192369,0,0,-28529,0,192369,-28529,14.7,14.9,14.4,0.1,29
1326,18484,10,18484,0,28,86.5,-2.7,10.6,9.9,15.7,5.1,1.4,-0.8,0.4,-2.0,0.5,35,46,112,46,42,66,54,69,85.0,110,104,107,1676.5,1694.5,1649.8,7.0,48,49,46,1.0,1303.6,1340.4,1307.7,50.0,0.403121951,0.487804878,0.243073171,0.055317073,-0.484780488,-0.370243902,-0.487804878,0.014439024,0.767756098,0.930585366,0.561463415,0.060731707,0.76804878,0.926536585,0.570926829,0.060439024,-0.090829268,-174.5,-195.3,4.3,402.1,399.2,400.6,47,49,48,91,95,91,50,89.2,38,0,262409,0,0,-31031,0,262409,-31031,14.8,15.0,14.6,0.1,29
1327,18485,10,18485,0,28,83.6,-5.6,9.6,9.0,16.0,4.0,1.3,-1.8,0.0,-2.7,0.4,35,46,112,47,43,65,54,70,87.0,107,102,104,1668.0,1697.2,1638.9,9.2,47,49,45,1.0,1045.7,1082.7,1049.3,50.0,0.485170732,0.487804878,0.403463415,0.01,-0.487804878,-0.487804878,-0.487804878,0.0,0.613365854,0.770146341,0.458829268,0.055268293,0.613317073,0.756,0.46795122,0.054829268,-0.08204878,-159.4,-178.5,4.7,400.1,397.1,398.5,46,48,47,90,94,90,51,89.2,39,0,209696,0,0,-28046,0,209696,-28046,14.7,15.0,14.5,0.1,29
1328,18486,10,18486,0,28,87.9,-1.3,9.5,8.9,17.0,4.3,1.1,-1.8,-0.8,-2.4,0.2,35,47,111,47,45,65,53,71,87.0,105,101,102,1672.1,1687.6,1640.1,7.2,45,48,47,1.0,998.6,1035.4,1002.5,50.0,0.487804878,0.487804878,0.474,0.000390244,-0.487804878,-0.487804878,-0.487804878,0.0,0.588682927,0.699560976,0.505073171,0.032292683,0.588341463,0.689707317,0.51097561,0.031560976,-0.080780488,-159.2,-172.3,2.7,401.8,398.9,400.1,48,49,48,89,93,89,51,89.2,40,0,200840,0,0,-27596,0,200840,-27596,14.8,14.9,14.5,0.1,29
1329,18487,10,18487,0,28,86.1,-3.1,9.6,9.0,18.8,3.6,1.1,-1.8,-0.7,-2.4,0.3,35,47,111,47,45,64,53,71,87.0,103,100,103,1673.5,1688.2,1649.3,6.6,45,48,47,1.0,1031.7,1067.0,1034.0,50.0,0.487073171,0.487804878,0.430829268,0.005219512,-0.487804878,-0.487804878,-0.487804878,0.0,0.608487805,0.742780488,0.516878049,0.04102439,0.608682927,0.735707317,0.526585366,0.040390244,-0.081170732,-159.4,-175.8,3.5,402.7,399.8,401.1,48,50,49,87,91,87,52,89.2,40,0,207928,0,0,-27735,0,207928,-27735,14.8,14.9,14.6,0.1,29
1330,18488,10,18488,0,28,85.5,-11.1,10.0,9.2,15.7,2.5,1.6,-1.4,1.1,-2.4,0.5,35,48,110,47,43,64,53,71,87.0,104,100,102,1666.7,1688.1,1634.4,10.5,46,48,46,1.0,1069.4,1103.3,1069.6,50.0,0.484926829,0.487804878,0.422585366,0.01004878,-0.487804878,-0.487804878,-0.487804878,0.0,0.626243902,0.75102439,0.494731707,0.047317073,0.626439024,0.745609756,0.506097561,0.047073171,-0.078878049,-153.6,-172.3,3.7,399.9,397.1,398.6,47,48,48,86,90,86,52,96.6,40,0,214098,0,0,-26950,0,214098,-26950,14.7,14.9,14.4,0.1,29
1331,18489,10,18489,0,28,102.5,5.9,8.8,8.3,16.3,3.5,1.6,-1.9,-0.6,-2.4,0.4,35,48,110,47,44,64,52,72,87.0,102,99,100,1631.5,1692.8,1387.9,59.0,45,47,45,1.0,846.5,880.8,844.7,50.0,0.487121951,0.487804878,0.390682927,0.006,-0.487804878,-0.487804878,-0.487804878,0.0,0.492585366,0.782926829,0.190926829,0.118731707,0.493512195,0.757365854,0.202487805,0.118634146,-0.074878049,-144.8,-162.8,4.3,398.9,396.0,397.6,46,48,47,85,89,85,52,96.6,40,0,168861,0,0,-25587,0,168861,-25587,14.4,15.0,12.3,0.5,29
1332,18532,10,18532,0,32,75.3,-17.4,9.9,9.3,18.2,2.8,1.6,-1.4,0.2,-2.5,0.6,42,48,105,49,48,65,54,66,67.0,91,86,87,1664.6,1694.4,1594.5,15.6,45,50,50,1.0,1122.9,1149.1,1127.1,50.0,0.467073171,0.487804878,0.307170732,0.037756098,-0.487804878,-0.487804878,-0.487804878,0.0,0.654487805,0.866487805,0.419170732,0.083121951,0.654,0.859512195,0.428146341,0.082243902,-0.087463415,-166.5,-191.8,5.1,398.2,396.1,397.3,51,53,52,67,72,68,52,92.7,42,0,223226,0,0,-29885,0,223226,-29885,14.7,15.0,14.1,0.1,36
1333,18534,10,18534,0,33,75.3,-17.3,9.9,9.3,24.4,2.5,1.7,-1.3,1.1,-2.4,0.8,42,49,106,49,48,65,54,67,70.0,94,89,90,1657.8,1704.5,1535.3,27.6,46,49,50,1.0,1115.3,1141.6,1120.3,50.0,0.45297561,0.487804878,0.259658537,0.053170732,-0.487170732,-0.401804878,-0.487804878,0.005804878,0.654243902,0.91404878,0.335902439,0.124926829,0.654195122,0.901317073,0.349707317,0.124780488,-0.088634146,-173.3,-192.1,5.6,401.3,399.2,400.3,51,53,52,69,74,70,52,92.7,43,0,223268,0,0,-30285,0,223268,-30285,14.6,15.0,13.6,0.2,37
1334,18540,10,18540,0,35,90.3,-9.5,10.0,9.3,20.6,1.9,1.8,-1.3,1.0,-2.5,0.8,43,51,115,51,47,68,56,72,80.0,110,105,107,1663.9,1702.1,1611.6,15.4,50,53,49,1.0,1112.8,1139.6,1119.8,50.0,0.454780488,0.487804878,0.231317073,0.062926829,-0.48497561,-0.347804878,-0.487804878,0.014195122,0.653463415,0.942390244,0.430780488,0.113268293,0.652682927,0.932243902,0.448,0.112341463,-0.091902439,-179.2,-198.6,5.5,401.2,399.0,400.0,51,52,51,75,81,78,51,99.7,44,0,222856,0,0,-31411,0,222856,-31411,14.7,15.0,14.2,0.1,38
1335,18542,10,18542,0,35,128.6,9.5,7.0,6.5,20.1,1.6,1.8,-1.8,0.0,-2.5,0.5,44,52,114,52,46,65,55,72,80.0,102,100,101,1466.3,1688.8,1247.6,129.5,49,52,46,0.9,429.4,449.4,424.7,50.0,0.476926829,0.487804878,0.0,0.047365854,-0.476926829,0.0,-0.487804878,0.047365854,0.23804878,0.672341463,0.0,0.120585366,0.238341463,0.64804878,-0.012146341,0.120878049,-0.081609756,-0.3,-177.7,11.3,399.9,398.1,398.7,46,48,47,76,81,78,52,119.0,45,0,81574,0,0,-27878,0,81574,-27878,12.9,14.9,11.0,1.1,38
1336,18543,10,18543,0,36,130.3,15.2,5.9,5.5,38.0,0.8,2.1,-1.4,0.9,-2.5,0.8,44,52,112,52,45,61,53,71,77.0,96,95,97,1377.8,1640.3,1200.5,125.6,48,51,45,0.9,273.4,290.4,267.1,50.0,0.397463415,0.487804878,0.0,0.159756098,-0.397463415,0.0,-0.487804878,0.159756098,0.142292683,0.43795122,0.0,0.097902439,0.140243902,0.415317073,-0.024585366,0.098292683,-0.067560976,0.9,-177.9,59.4,400.7,398.7,399.2,45,47,46,75,80,76,50,115.2,46,0,47676,0,0,-23037,0,47676,-23037,12.2,14.5,10.6,1.1,38
1337,18544,10,18544,0,36,116.7,5.4,6.5,6.2,17.6,1.9,1.5,-1.8,-0.1,-2.4,0.6,44,53,110,52,45,61,53,71,74.0,94,93,94,1423.9,1639.2,1236.6,108.5,48,50,45,0.9,366.9,387.4,361.7,50.0,0.468097561,0.487804878,0.073365854,0.053073171,-0.468097561,-0.073365854,-0.487804878,0.053073171,0.200097561,0.456243902,0.01497561,0.089121951,0.200243902,0.449658537,0.02302439,0.089121951,-0.080682927,-154.7,-178.0,4.2,401.5,399.5,399.9,46,47,47,74,79,75,47,111.3,47,0,68446,0,0,-27617,0,68446,-27617,12.6,14.5,10.9,1.0,39
1338,18550,10,18550,0,36,130.7,-7.2,7.7,7.2,16.4,1.5,1.7,-2.0,0.0,-2.4,0.4,45,53,108,51,47,64,53,71,76.0,92,90,92,1557.2,1686.8,1280.6,79.8,48,50,47,0.9,559.1,584.7,559.5,50.0,0.485219512,0.487804878,0.125073171,0.02595122,-0.485219512,-0.125073171,-0.487804878,0.02595122,0.317073171,0.686341463,0.025512195,0.108439024,0.317853659,0.679658537,0.029463415,0.108926829,-0.08804878,-166.3,-191.4,4.6,398.7,396.5,397.2,48,50,49,73,78,73,50,137.9,46,0,108737,0,0,-30093,0,108737,-30093,13.8,14.9,11.3,0.7,39
1339,18552,10,18552,0,36,135.9,17.1,7.8,7.3,23.9,1.2,1.9,-2.0,0.0,-2.4,0.4,45,53,107,51,47,64,53,70,75.0,91,89,91,1546.1,1698.1,1295.0,101.6,49,50,47,1.0,587.4,611.1,587.3,50.0,0.487463415,0.487804878,0.381414634,0.004390244,-0.487512195,-0.381414634,-0.487804878,0.00404878,0.336878049,0.730097561,0.077853659,0.116,0.336097561,0.71404878,0.093414634,0.115902439,-0.08995122,-175.5,-194.6,4.2,401.0,399.2,399.9,48,50,49,72,77,73,53,118.7,46,0,114794,0,0,-30725,0,114794,-30725,13.6,15.0,11.5,0.9,39
1340,18555,10,18555,0,37,108.0,-9.2,8.2,7.7,25.3,1.6,2.2,-1.8,0.4,-2.5,0.5,45,53,107,51,49,65,54,71,75.0,93,91,92,1562.3,1701.5,1274.3,95.0,50,50,49,1.0,685.7,713.2,689.0,50.0,0.48502439,0.487804878,0.251463415,0.022146341,-0.487317073,-0.386195122,-0.487804878,0.005804878,0.393365854,0.922195122,0.114585366,0.132390244,0.393804878,0.910097561,0.123658537,0.131268293,-0.091804878,-181.0,-197.6,4.0,398.5,396.2,397.0,50,51,51,72,77,73,45,117.2,47,0,134713,0,0,-31363,0,134713,-31363,13.8,15.0,11.3,0.8,39
1341,18557,10,18557,0,36,93.1,-10.8,10.7,9.8,17.6,3.5,1.7,-0.7,1.2,-2.2,0.8,45,53,110,52,49,68,56,71,77.0,102,98,99,1672.6,1700.6,1633.2,11.5,51,52,51,1.0,1258.6,1290.4,1270.4,50.0,0.420146341,0.487804878,0.198097561,0.067414634,-0.48195122,-0.284536585,-0.487804878,0.025317073,0.736585366,0.975609756,0.473804878,0.090243902,0.736146341,0.981609756,0.496390244,0.090097561,-0.092731707,-181.2,-200.1,4.2,399.1,396.7,397.6,53,54,53,74,79,75,45,103.9,46,0,251979,0,0,-31730,0,251979,-31730,14.8,15.0,14.4,0.1,39
1342,18558,10,18558,0,36,97.4,0.8,10.2,9.5,21.1,2.2,1.8,-1.2,1.5,-2.5,0.8,45,53,112,52,49,68,56,72,78.0,105,100,101,1662.2,1701.8,1604.7,17.9,52,53,51,1.0,1178.7,1209.7,1191.5,50.0,0.446243902,0.487804878,0.235121951,0.061756098,-0.485512195,-0.355073171,-0.487804878,0.012634146,0.694292683,0.938585366,0.438,0.093365854,0.693609756,0.926292683,0.453414634,0.092926829,-0.089170732,-169.7,-200.4,7.3,401.2,399.0,399.7,52,54,53,75,80,77,45,96.6,46,0,237024,0,0,-30471,0,237024,-30471,14.7,15.0,14.2,0.2,38
1343,18590,10,18590,0,31,117.9,16.8,9.6,8.7,15.4,1.7,1.5,-1.7,0.1,-2.5,0.5,38,50,105,50,46,65,54,68,62.0,87,84,85,1661.8,1685.7,1614.2,12.0,44,49,48,1.0,944.2,978.2,959.2,50.0,0.487756098,0.487804878,0.46804878,0.000780488,-0.487804878,-0.487804878,-0.487804878,0.0,0.554926829,0.705560976,0.424390244,0.056487805,0.554195122,0.692,0.432292683,0.055268293,-0.086292683,-164.5,-183.5,3.9,399.8,397.6,398.0,49,50,50,69,73,69,47,101.1,42,0,189320,0,0,-29487,0,189320,-29487,14.7,14.9,14.3,0.1,31
1344,18591,10,18591,0,31,110.0,8.8,10.0,9.0,18.9,2.5,1.6,-1.4,0.0,-2.4,0.5,38,50,106,50,47,65,54,69,62.0,89,86,87,1667.7,1686.9,1637.1,9.0,45,49,49,1.0,1006.3,1043.3,1024.4,50.0,0.487756098,0.487804878,0.462829268,0.000829268,-0.487804878,-0.487804878,-0.487804878,0.0,0.593707317,0.710731707,0.472536585,0.039365854,0.593756098,0.697365854,0.486146341,0.038487805,-0.082341463,-161.5,-177.4,2.8,400.7,398.2,398.6,50,52,51,69,74,70,48,101.1,43,0,202880,0,0,-28133,0,202880,-28133,14.7,14.9,14.5,0.1,32
1345,18592,10,18592,0,30,99.9,-1.2,9.4,8.7,15.7,2.4,1.4,-1.8,0.0,-2.4,0.5,37,50,106,49,48,65,54,69,63.0,91,88,89,1665.1,1688.0,1619.9,11.6,45,48,49,1.0,934.4,967.9,948.3,50.0,0.48697561,0.487804878,0.419219512,0.005121951,-0.487804878,-0.487804878,-0.487804878,0.0,0.550292683,0.754390244,0.377658537,0.061560976,0.55102439,0.743853659,0.389609756,0.06102439,-0.084634146,-167.6,-180.4,3.2,401.6,399.3,399.7,50,52,51,70,75,71,49,101.1,43,0,188385,0,0,-28917,0,188385,-28917,14.7,14.9,14.3,0.1,31
1346,18596,10,18596,0,30,82.1,-10.2,9.5,8.5,38.5,1.9,1.5,-1.8,1.5,-2.8,0.4,37,50,105,47,45,64,52,70,65.0,90,87,89,1667.8,1696.7,1637.0,8.7,44,46,47,1.0,878.2,911.9,893.3,49.9,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.517658537,0.68395122,0.410097561,0.062731707,0.517121951,0.663121951,0.414195122,0.062390244,-0.077121951,-148.7,-164.9,3.9,400.2,398.1,398.3,48,49,48,70,75,71,52,92.4,42,0,176581,0,0,-26343,0,176581,-26343,14.7,15.0,14.4,0.1,31
1347,18597,10,18597,0,31,94.5,9.8,9.3,8.6,14.4,4.7,1.0,-2.0,-1.1,-2.4,0.3,37,49,106,47,46,64,53,70,65.0,91,88,90,1673.7,1686.7,1643.7,6.9,45,47,48,1.0,910.3,942.5,922.5,50.0,0.487707317,0.487804878,0.47004878,0.000829268,-0.487804878,-0.487804878,-0.487804878,0.0,0.535560976,0.703512195,0.402292683,0.077560976,0.535170732,0.69404878,0.407609756,0.076878049,-0.079512195,-151.6,-174.4,5.1,400.6,398.2,398.7,48,50,49,70,75,71,52,84.7,42,0,182711,0,0,-27161,0,182711,-27161,14.8,14.9,14.5,0.1,31
1348,18598,10,18598,0,31,93.5,8.8,8.5,7.8,15.9,3.3,1.5,-2.0,-0.4,-2.4,0.4,37,49,106,47,46,64,53,70,66.0,92,89,90,1618.8,1689.1,1281.8,103.9,45,47,47,1.0,721.7,751.0,731.1,50.0,0.481609756,0.487804878,0.26804878,0.019902439,-0.483902439,-0.26804878,-0.487804878,0.018243902,0.421219512,0.754585366,0.055902439,0.179707317,0.422682927,0.749268293,0.070195122,0.179317073,-0.073512195,-140.2,-162.4,5.8,401.0,399.0,399.3,48,50,49,70,76,72,47,84.7,42,0,145068,0,0,-25123,0,145068,-25123,14.3,14.9,11.3,0.9,31
1349,18616,10,18616,0,30,99.6,9.7,9.9,9.3,14.8,3.9,1.3,-1.5,-0.2,-2.3,0.5,36,50,107,50,47,64,52,66,60.0,89,85,87,1674.0,1696.4,1650.4,7.8,43,50,49,1.0,1127.9,1165.2,1143.2,50.0,0.474,0.487804878,0.341219512,0.026731707,-0.487804878,-0.487804878,-0.487804878,0.0,0.664243902,0.832439024,0.523853659,0.056341463,0.663463415,0.821170732,0.535853659,0.05595122,-0.087121951,-171.7,-190.4,4.1,400.2,397.6,398.3,50,52,51,67,72,69,50,89.9,42,0,226568,0,0,-29747,0,226568,-29747,14.8,15.0,14.6,0.1,30
1350,18638,10,18638,0,30,88.1,5.9,10.4,9.7,16.3,3.6,1.2,-1.1,0.9,-2.0,0.4,36,49,109,47,48,65,53,68,63.0,99,94,96,1677.2,1698.8,1651.8,5.8,45,48,51,1.0,1230.1,1272.2,1250.4,50.0,0.44604878,0.487804878,0.332243902,0.034487805,-0.487804878,-0.487804878,-0.487804878,0.0,0.72404878,0.841414634,0.585121951,0.040195122,0.724195122,0.834439024,0.592097561,0.03897561,-0.090780488,-180.1,-193.1,2.8,400.0,397.0,397.6,52,54,53,70,75,72,48,82.2,41,0,247349,0,0,-31020,0,247349,-31020,14.8,15.0,14.6,0.1,30
1351,18639,10,18639,0,30,94.1,3.5,9.7,8.9,17.5,4.2,1.2,-1.7,-0.3,-2.4,0.4,36,49,110,48,48,65,53,68,64.0,99,95,97,1672.4,1690.2,1649.9,7.0,45,48,50,1.0,1003.5,1042.9,1018.2,50.0,0.486,0.487804878,0.41697561,0.007902439,-0.487804878,-0.487804878,-0.487804878,0.0,0.588926829,0.756634146,0.427170732,0.079804878,0.589560976,0.743268293,0.432243902,0.079463415,-0.085073171,-159.8,-187.2,7.7,399.5,396.9,397.4,51,52,52,71,76,73,49,90.6,41,0,201659,0,0,-29072,0,201659,-29072,14.8,14.9,14.6,0.1,30
1352,18642,10,18642,0,29,97.6,7.0,8.7,8.2,13.1,4.2,0.9,-2.3,-2.0,-2.4,0.1,36,49,107,47,44,63,52,69,64.0,93,90,92,1662.3,1681.8,1613.4,11.3,44,47,45,1.0,785.3,823.4,800.1,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.461804878,0.531463415,0.385560976,0.027317073,0.461902439,0.522097561,0.392390244,0.026878049,-0.075463415,-147.0,-163.4,3.8,399.3,396.8,397.2,46,47,47,70,76,72,51,90.6,41,0,157878,0,0,-25803,0,157878,-25803,14.7,14.9,14.2,0.1,30
1353,18643,10,18643,0,29,94.9,4.3,8.8,8.2,13.9,4.3,0.9,-2.3,-1.9,-2.4,0.1,35,49,107,47,44,63,52,70,64.0,92,90,91,1663.1,1679.9,1613.4,10.6,44,46,45,1.0,776.2,812.9,791.4,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.45697561,0.50902439,0.407804878,0.018585366,0.456926829,0.505512195,0.418,0.01795122,-0.071756098,-141.4,-154.8,3.4,399.1,396.9,397.1,46,47,47,70,76,72,52,90.6,41,0,156065,0,0,-24523,0,156065,-24523,14.7,14.8,14.2,0.1,30
1354,18644,10,18644,0,30,98.3,7.6,8.9,8.1,13.3,4.7,0.9,-2.2,-0.4,-2.8,0.2,35,49,106,47,44,63,52,70,64.0,92,89,91,1668.9,1687.3,1640.6,7.4,44,46,45,1.0,764.2,801.7,781.9,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.449073171,0.56404878,0.382,0.034634146,0.44897561,0.536195122,0.387609756,0.034243902,-0.069268293,-135.0,-151.3,3.3,397.6,395.2,395.3,46,47,47,70,75,72,52,90.6,41,0,153378,0,0,-23661,0,153378,-23661,14.7,14.9,14.5,0.1,30
